Longitude,Latitude,Accident_Severity,Number_of_Casualties,Number_of_Vehicles,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Vehicle_Type,Sex_of_Driver,Age_of_Driver,Engine_Capacity_(CC),Age_of_Vehicle,DateTime
-0.031213,51.764212,Fatal,1,1,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,60,1896,9,2011-07-11 08:20:00
-0.379352,51.702358,Fatal,2,1,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,60,2497,12,2011-08-27 19:07:00
-0.215196,51.821014,Fatal,4,1,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Female,18,1390,11,2011-10-28 19:25:00
-0.350142,51.709684,Fatal,2,6,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,50,6692,2,2011-02-25 06:54:00
-0.350142,51.709684,Fatal,2,6,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,67,2496,14,2011-02-25 06:54:00
-0.350142,51.709684,Fatal,2,6,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,57,-1,8,2011-02-25 06:54:00
-0.350142,51.709684,Fatal,2,6,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,40,12900,2,2011-02-25 06:54:00
-0.350142,51.709684,Fatal,2,6,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,48,9364,7,2011-02-25 06:54:00
-0.350142,51.709684,Fatal,2,6,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,48,2179,7,2011-02-25 06:54:00
-0.186016,51.683974,Fatal,1,2,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,49,1870,7,2011-06-08 06:30:00
0.680095,51.737009,Fatal,2,1,7,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,31,1560,4,2011-01-15 14:35:00
0.27993,51.645905,Fatal,2,3,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,40,-1,-1,2011-01-16 09:50:00
0.128502,51.72123,Fatal,1,2,2,Single carriageway,40,Daylight,Raining no high winds,Wet or damp,Car,Male,45,1896,5,2011-01-17 08:21:00
0.21897,52.036368,Fatal,1,1,6,Single carriageway,50,Darkness - no lighting,Fine no high winds,Dry,Car,Male,20,1388,3,2011-01-28 23:38:00
0.896216,51.888461,Fatal,4,1,2,One way street,30,Daylight,Fine no high winds,Dry,Car,Male,87,1598,13,2011-02-07 08:54:00
0.83715,51.9337,Fatal,2,2,1,Single carriageway,60,Darkness - no lighting,Other,Dry,Car,Male,54,1298,9,2011-02-13 17:15:00
0.83715,51.9337,Fatal,2,2,1,Single carriageway,60,Darkness - no lighting,Other,Dry,Car,Male,32,1896,7,2011-02-13 17:15:00
0.233627,51.488966,Fatal,1,1,5,Single carriageway,30,Darkness - lighting unknown,Fine no high winds,Dry,Car,Not known,-1,2295,10,2011-02-17 19:39:00
0.790592,51.882111,Fatal,3,2,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,20,1598,10,2011-02-18 15:25:00
0.790592,51.882111,Fatal,3,2,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,56,2188,8,2011-02-18 15:25:00
0.000409,51.699291,Fatal,5,2,7,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Male,27,1590,17,2011-02-26 14:30:00
0.044858,51.651584,Fatal,4,2,5,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Not known,-1,-1,-1,2011-02-24 22:15:00
0.044858,51.651584,Fatal,4,2,5,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,19,1364,3,2011-02-24 22:15:00
0.435867,51.876684,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Other,Dry,Car,Male,34,-1,-1,2011-02-25 19:16:00
0.435867,51.876684,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Other,Dry,Goods vehicle,Male,22,-1,-1,2011-02-25 19:16:00
0.216027,51.820331,Fatal,1,2,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,42,1991,6,2011-03-12 14:15:00
0.971964,51.9614,Fatal,1,3,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,61,3969,14,2011-03-27 12:35:00
0.971964,51.9614,Fatal,1,3,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,46,1596,6,2011-03-27 12:35:00
0.652563,51.808502,Fatal,5,2,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,33,1998,3,2011-03-30 10:00:00
0.652563,51.808502,Fatal,5,2,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,37,11116,6,2011-03-30 10:00:00
0.286057,51.632656,Fatal,1,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,79,1985,14,2011-04-04 08:55:00
0.286057,51.632656,Fatal,1,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,47,1587,7,2011-04-04 08:55:00
0.995636,51.897212,Fatal,2,3,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,19,1995,8,2011-04-18 10:05:00
0.995636,51.897212,Fatal,2,3,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,25,2148,4,2011-04-18 10:05:00
0.995636,51.897212,Fatal,2,3,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,45,4751,8,2011-04-18 10:05:00
0.445078,52.064894,Fatal,2,3,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,67,2198,5,2011-04-23 10:53:00
0.445078,52.064894,Fatal,2,3,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,63,1761,16,2011-04-23 10:53:00
0.415315,51.704531,Fatal,1,1,6,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,24,1242,13,2011-04-29 07:01:00
0.195737,52.005599,Fatal,51,2,7,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,53,10518,5,2011-04-30 02:20:00
0.787342,51.549418,Fatal,1,1,3,Single carriageway,50,Darkness - no lighting,Fine no high winds,Dry,Car,Female,58,-1,-1,2011-05-03 21:46:00
0.487842,51.73899,Fatal,1,1,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,22,1999,4,2011-06-10 07:50:00
1.101997,51.894275,Fatal,1,2,6,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Car,Male,41,3200,8,2011-06-17 14:28:00
1.101997,51.894275,Fatal,1,2,6,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Car,Female,78,505,5,2011-06-17 14:28:00
0.565254,51.880498,Fatal,2,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,88,1796,5,2011-06-24 18:00:00
0.565254,51.880498,Fatal,2,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,26,2148,8,2011-06-24 18:00:00
0.19719,51.817897,Fatal,1,5,4,Single carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,41,1870,8,2011-06-29 07:53:00
0.19719,51.817897,Fatal,1,5,4,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,50,1597,12,2011-06-29 07:53:00
0.19719,51.817897,Fatal,1,5,4,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,50,-1,-1,2011-06-29 07:53:00
0.19719,51.817897,Fatal,1,5,4,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Female,-1,-1,-1,2011-06-29 07:53:00
0.452462,51.540172,Fatal,1,3,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,25,1998,17,2011-06-23 16:55:00
0.452462,51.540172,Fatal,1,3,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,22,1242,12,2011-06-23 16:55:00
0.452462,51.540172,Fatal,1,3,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,26,1993,22,2011-06-23 16:55:00
1.058276,51.886246,Fatal,7,2,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,83,1086,8,2011-08-02 17:48:00
1.058276,51.886246,Fatal,7,2,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,68,-1,-1,2011-08-02 17:48:00
0.093209,51.69066,Fatal,1,1,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Not known,-1,-1,-1,2011-08-06 06:30:00
0.211788,51.893701,Fatal,1,2,4,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Male,79,1497,3,2011-08-31 21:34:00
0.211788,51.893701,Fatal,1,2,4,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Male,34,2979,10,2011-08-31 21:34:00
0.45822,51.572068,Fatal,1,3,6,Dual carriageway,50,Daylight,Fine no high winds,Dry,Car,Female,39,998,12,2011-09-09 08:55:00
0.761835,51.751933,Fatal,2,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,32,3920,4,2011-09-09 13:50:00
0.761835,51.751933,Fatal,2,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,59,1299,14,2011-09-09 13:50:00
0.231747,51.503571,Fatal,6,3,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,30,1198,2,2011-09-26 06:20:00
0.231747,51.503571,Fatal,6,3,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,38,998,12,2011-09-26 06:20:00
0.231747,51.503571,Fatal,6,3,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,44,-1,-1,2011-09-26 06:20:00
0.518448,51.843828,Fatal,1,1,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,23,1199,7,2011-09-28 16:05:00
0.698828,51.540696,Fatal,1,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Not known,-1,1997,2,2011-10-10 15:25:00
0.243424,51.491927,Fatal,1,2,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,31,1910,6,2011-10-04 16:20:00
0.243424,51.491927,Fatal,1,2,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,37,12777,4,2011-10-04 16:20:00
0.568609,51.878176,Fatal,4,5,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,47,1596,3,2011-10-22 13:40:00
0.568609,51.878176,Fatal,4,5,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,41,1998,5,2011-10-22 13:40:00
0.568609,51.878176,Fatal,4,5,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,-1,998,11,2011-10-22 13:40:00
0.568609,51.878176,Fatal,4,5,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,42,1968,4,2011-10-22 13:40:00
0.568609,51.878176,Fatal,4,5,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Not known,-1,2000,10,2011-10-22 13:40:00
0.935277,51.921309,Fatal,1,1,7,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,39,2926,7,2011-11-05 01:00:00
0.726692,51.827581,Fatal,3,2,2,Single carriageway,30,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,28,1299,9,2011-12-12 17:46:00
0.726692,51.827581,Fatal,3,2,2,Single carriageway,30,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,45,-1,-1,2011-12-12 17:46:00
-0.607908,51.870378,Fatal,1,1,3,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Car,Male,24,1582,4,2011-03-01 18:20:00
-0.50543,51.54325,Fatal,2,2,5,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Dry,Goods vehicle,Male,35,-1,-1,2011-09-01 21:04:00
-0.50543,51.54325,Fatal,2,2,5,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Dry,Car,Male,73,1590,8,2011-09-01 21:04:00
-0.759758,51.593152,Fatal,3,3,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,89,-1,-1,2011-09-05 00:03:00
-0.759758,51.593152,Fatal,3,3,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,19,1124,9,2011-09-05 00:03:00
-0.759758,51.593152,Fatal,3,3,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,23,2402,1,2011-09-05 00:03:00
-0.862564,51.650213,Fatal,1,1,5,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Car,Male,45,1834,15,2011-01-06 18:54:00
-0.751013,51.759139,Fatal,2,2,6,Single carriageway,40,Daylight,Raining no high winds,Wet or damp,Car,Male,27,1997,1,2011-07-08 06:11:00
-0.751013,51.759139,Fatal,2,2,6,Single carriageway,40,Daylight,Raining no high winds,Wet or damp,Car,Male,64,1400,6,2011-07-08 06:11:00
-0.814605,51.958691,Fatal,1,1,6,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,29,1598,10,2011-12-09 17:30:00
-0.479499,51.559732,Fatal,1,5,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,32,1995,1,2011-06-11 20:28:00
-0.479499,51.559732,Fatal,1,5,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,34,1242,5,2011-06-11 20:28:00
-0.479499,51.559732,Fatal,1,5,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,52,2295,7,2011-06-11 20:28:00
-0.479499,51.559732,Fatal,1,5,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,30,1242,7,2011-06-11 20:28:00
-0.479499,51.559732,Fatal,1,5,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Not known,-1,-1,-1,2011-06-11 20:28:00
-0.550809,51.53114,Fatal,1,2,2,Dual carriageway,60,Darkness - lights unlit,Fine no high winds,Dry,Goods vehicle,Not known,-1,2463,5,2011-08-01 01:35:00
-0.550809,51.53114,Fatal,1,2,2,Dual carriageway,60,Darkness - lights unlit,Fine no high winds,Dry,Car,Male,27,1597,13,2011-08-01 01:35:00
-0.527196,51.574818,Fatal,2,2,5,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,41,1995,7,2011-12-15 10:07:00
-0.527196,51.574818,Fatal,2,2,5,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,57,3199,7,2011-12-15 10:07:00
-0.822606,51.975495,Fatal,1,3,4,Unknown,60,Daylight,Fine no high winds,Dry,Car,Female,17,1242,6,2011-08-10 17:37:00
-0.706145,51.899194,Fatal,4,3,5,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,55,1560,5,2011-11-10 14:55:00
-0.706145,51.899194,Fatal,4,3,5,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,72,2199,1,2011-11-10 14:55:00
-0.706145,51.899194,Fatal,4,3,5,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,44,1998,21,2011-11-10 14:55:00
-0.773821,51.569471,Fatal,2,1,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,37,2204,4,2011-12-03 14:38:00
-0.693691,51.606373,Fatal,2,2,7,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Car,Male,-1,1248,2,2011-05-28 02:08:00
-0.693691,51.606373,Fatal,2,2,7,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Car,Male,20,1984,11,2011-05-28 02:08:00
-0.540052,51.583431,Fatal,1,1,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,20,1389,15,2011-06-26 10:40:00
-0.758295,51.588551,Fatal,2,2,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,60,5462,4,2011-03-29 20:00:00
-0.758295,51.588551,Fatal,2,2,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,17,1596,9,2011-03-29 20:00:00
-1.080021,51.875377,Fatal,4,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,41,1339,-1,2011-06-01 03:02:00
-1.080021,51.875377,Fatal,4,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,48,11967,-1,2011-06-01 03:02:00
-1.371589,52.050643,Fatal,3,1,1,Single carriageway,50,Darkness - no lighting,Unknown,Dry,Car,Male,25,1796,9,2011-11-06 08:02:00
-1.550465,51.735963,Fatal,1,1,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Female,45,2979,10,2011-07-04 01:50:00
-1.205032,51.887078,Fatal,3,3,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,46,4500,4,2011-02-07 06:32:00
-1.205032,51.887078,Fatal,3,3,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,25,2148,3,2011-02-07 06:32:00
-1.205032,51.887078,Fatal,3,3,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,57,-1,-1,2011-02-07 06:32:00
-1.425955,51.790718,Fatal,3,3,3,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,79,1364,3,2011-06-07 14:10:00
-1.425955,51.790718,Fatal,3,3,3,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,62,2464,3,2011-06-07 14:10:00
-1.425955,51.790718,Fatal,3,3,3,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,36,2148,4,2011-06-07 14:10:00
-1.303174,51.704276,Fatal,3,2,4,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,19,1242,9,2011-04-06 16:50:00
-1.400393,51.979585,Fatal,1,7,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,-1,-1,-1,2011-07-10 18:40:00
-1.400393,51.979585,Fatal,1,7,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,-1,2495,15,2011-07-10 18:40:00
-1.400393,51.979585,Fatal,1,7,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,-1,-1,-1,2011-07-10 18:40:00
-1.400393,51.979585,Fatal,1,7,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,-1,-1,-1,2011-07-10 18:40:00
-1.300327,51.98209,Fatal,1,1,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,32,1781,10,2011-07-09 23:10:00
-0.985294,51.57203,Fatal,3,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,47,2198,1,2011-06-10 08:40:00
-0.985294,51.57203,Fatal,3,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,50,10837,3,2011-06-10 08:40:00
-1.297033,52.015787,Fatal,2,2,1,Single carriageway,60,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,18,998,5,2011-06-12 22:57:00
-1.297033,52.015787,Fatal,2,2,1,Single carriageway,60,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,28,1596,-1,2011-06-12 22:57:00
-1.377733,52.049237,Fatal,2,2,4,Single carriageway,50,Darkness - no lighting,Fine no high winds,Dry,Car,Male,17,1299,14,2011-08-10 21:55:00
-1.377733,52.049237,Fatal,2,2,4,Single carriageway,50,Darkness - no lighting,Fine no high winds,Dry,Car,Female,69,1390,9,2011-08-10 21:55:00
-0.967409,51.56531,Fatal,2,1,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,26,1794,10,2011-09-10 03:59:00
-1.242271,51.70291,Fatal,1,1,1,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Goods vehicle,Male,43,2151,11,2011-02-13 16:30:00
-1.008294,51.503079,Fatal,1,2,2,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,33,1596,12,2011-04-11 17:40:00
-1.310079,51.982327,Fatal,1,2,6,Single carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Car,Male,52,2967,2,2011-04-15 20:53:00
-0.94783,51.663416,Fatal,1,2,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,61,3920,3,2011-03-19 08:15:00
-0.94783,51.663416,Fatal,1,2,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,55,12419,3,2011-03-19 08:15:00
-1.557523,51.902777,Fatal,4,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,22,989,12,2011-07-21 08:00:00
-1.557523,51.902777,Fatal,4,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,44,1461,6,2011-07-21 08:00:00
-1.557523,51.902777,Fatal,4,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,41,1560,2,2011-07-21 08:00:00
-1.188807,51.948916,Fatal,2,2,2,Single carriageway,50,Daylight,Fine no high winds,Wet or damp,Car,Male,19,998,10,2011-05-30 19:20:00
-1.378627,52.121439,Fatal,1,2,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,53,-1,-1,2011-06-25 09:06:00
-1.378627,52.121439,Fatal,1,2,7,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,75,1400,4,2011-06-25 09:06:00
-1.265817,51.768068,Fatal,1,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,74,-1,13,2011-10-28 09:10:00
-1.265817,51.768068,Fatal,1,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Female,34,-1,-1,2011-10-28 09:10:00
-1.097392,51.624019,Fatal,1,1,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,19,-1,-1,2011-05-30 02:20:00
-1.673337,51.726389,Fatal,3,2,5,Single carriageway,50,Daylight,Fine no high winds,Dry,Goods vehicle,Male,26,2402,7,2011-04-28 11:05:00
-1.673337,51.726389,Fatal,3,2,5,Single carriageway,50,Daylight,Fine no high winds,Dry,Goods vehicle,Male,66,1753,3,2011-04-28 11:05:00
-1.259361,51.728645,Fatal,3,1,7,Slip road,70,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Male,22,1398,13,2011-06-25 01:48:00
-0.765243,51.369216,Fatal,3,3,1,Single carriageway,60,Daylight,Fine no high winds,Frost or ice,Car,Male,24,999,14,2011-01-09 10:05:00
-0.765243,51.369216,Fatal,3,3,1,Single carriageway,60,Daylight,Fine no high winds,Frost or ice,Car,Male,49,2495,12,2011-01-09 10:05:00
-0.765243,51.369216,Fatal,3,3,1,Single carriageway,60,Daylight,Fine no high winds,Frost or ice,Car,Female,36,1360,9,2011-01-09 10:05:00
-0.626176,51.479622,Fatal,2,2,1,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Car,Male,20,1596,11,2011-06-12 15:54:00
-0.626176,51.479622,Fatal,2,2,1,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Car,Male,18,2179,7,2011-06-12 15:54:00
-0.552293,51.488895,Fatal,1,1,5,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,52,1998,6,2011-10-20 20:43:00
-0.699306,51.500779,Fatal,1,6,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,32,1753,11,2011-03-16 14:35:00
-0.699306,51.500779,Fatal,1,6,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,36,2993,2,2011-03-16 14:35:00
-0.699306,51.500779,Fatal,1,6,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,-1,1997,2,2011-03-16 14:35:00
-0.699306,51.500779,Fatal,1,6,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,-1,1798,5,2011-03-16 14:35:00
-0.699306,51.500779,Fatal,1,6,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,-1,-1,-1,2011-03-16 14:35:00
-0.699306,51.500779,Fatal,1,6,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,56,1834,10,2011-03-16 14:35:00
-0.778514,52.038885,Fatal,1,2,7,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Car,Male,41,2231,4,2011-10-01 00:12:00
-0.778514,52.038885,Fatal,1,2,7,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Pedal cycle,Male,57,-1,-1,2011-10-01 00:12:00
-0.741169,52.008461,Fatal,1,1,6,Single carriageway,60,Darkness - lights lit,Fine + high winds,Dry,Car,Male,22,1599,6,2011-02-04 17:45:00
-0.808628,52.06329,Fatal,1,1,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Not known,-1,-1,-1,2011-06-18 13:16:00
-0.745305,52.016867,Fatal,1,1,2,Roundabout,70,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,31,-1,-1,2011-02-21 00:29:00
-0.73071,52.012484,Fatal,2,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,27,1905,14,2011-03-20 09:45:00
-0.73071,52.012484,Fatal,2,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Pedal cycle,Male,42,-1,-1,2011-03-20 09:45:00
-0.76452,52.017609,Fatal,1,1,6,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,38,1390,9,2011-07-22 19:35:00
-0.792318,52.051435,Fatal,1,2,6,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,39,1299,10,2011-02-25 19:05:00
-0.833838,52.053112,Fatal,1,1,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,45,1598,8,2011-07-27 19:08:00
-0.707986,52.032468,Fatal,2,2,6,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Male,40,1781,10,2011-07-29 03:47:00
-0.707986,52.032468,Fatal,2,2,6,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Male,22,1968,4,2011-07-29 03:47:00
-0.747342,52.032623,Fatal,2,1,2,Dual carriageway,70,Darkness - lights unlit,Fine no high winds,Dry,Car,Male,48,-1,-1,2011-11-28 05:00:00
-0.746156,52.007255,Fatal,1,2,2,Roundabout,30,Daylight,Fine no high winds,Dry,Car,Female,51,1598,11,2011-04-25 14:00:00
-0.746156,52.007255,Fatal,1,2,2,Roundabout,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,65,-1,-1,2011-04-25 14:00:00
-1.198982,51.383774,Fatal,1,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,26,-1,-1,2011-04-03 20:13:00
-1.198982,51.383774,Fatal,1,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,57,1994,3,2011-04-03 20:13:00
-1.04614,51.429389,Fatal,2,4,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,64,61000,10,2011-08-03 12:14:00
-1.04614,51.429389,Fatal,2,4,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,48,-1,-1,2011-08-03 12:14:00
-1.04614,51.429389,Fatal,2,4,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,82,1086,5,2011-08-03 12:14:00
-1.04614,51.429389,Fatal,2,4,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,44,1968,3,2011-08-03 12:14:00
-0.885768,51.475902,Fatal,1,1,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,90,1242,12,2011-03-10 19:35:00
