Longitude,Latitude,Accident_Severity,Number_of_Casualties,Number_of_Vehicles,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Vehicle_Type,Sex_of_Driver,Age_of_Driver,Engine_Capacity_(CC),Age_of_Vehicle,DateTime
-1.769193,52.347344,Fatal,1,3,2,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Male,25,1343,3,2007-07-16 19:45:00
-1.742822,52.135382,Fatal,3,3,5,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Female,29,1124,7,2007-08-02 08:16:00
-1.742822,52.135382,Fatal,3,3,5,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Female,32,1910,2,2007-08-02 08:16:00
-1.665133,52.28596,Fatal,2,2,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,25,3246,2,2007-08-27 19:45:00
-1.665133,52.28596,Fatal,2,2,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,38,1997,2,2007-08-27 19:45:00
-1.493499,52.244172,Fatal,2,3,5,Single carriageway,60,Darkness - no lighting,Unknown,Dry,Car,Male,21,1896,1,2007-09-20 21:40:00
-1.493499,52.244172,Fatal,2,3,5,Single carriageway,60,Darkness - no lighting,Unknown,Dry,Car,Male,64,1997,5,2007-09-20 21:40:00
-1.878649,52.208065,Fatal,1,1,7,Dual carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,34,2000,-1,2007-11-17 14:43:00
-1.598283,52.204836,Fatal,2,2,2,Single carriageway,60,Daylight,Other,Wet or damp,Car,Female,41,2148,1,2007-11-19 08:22:00
-1.598283,52.204836,Fatal,2,2,2,Single carriageway,60,Daylight,Other,Wet or damp,Car,Female,55,1299,4,2007-11-19 08:22:00
-1.533002,52.317967,Fatal,1,2,6,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,24,1587,10,2007-11-23 08:40:00
-1.533002,52.317967,Fatal,1,2,6,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,55,-1,-1,2007-11-23 08:40:00
-1.390986,52.264725,Fatal,2,1,3,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,29,2393,7,2007-12-04 05:25:00
-1.810733,52.176598,Fatal,2,1,3,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,18,1796,8,2007-12-18 03:30:00
-1.485139,52.245214,Fatal,1,3,6,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,38,1951,5,2007-12-21 07:25:00
-1.485139,52.245214,Fatal,1,3,6,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Goods vehicle,Male,59,5880,2,2007-12-21 07:25:00
-1.485139,52.245214,Fatal,1,3,6,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Not known,-1,1796,4,2007-12-21 07:25:00
-1.442878,52.508262,Fatal,1,2,1,Single carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,42,2155,9,2007-02-04 03:40:00
-1.442878,52.508262,Fatal,1,2,1,Single carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,55,2664,9,2007-02-04 03:40:00
-1.333678,52.431639,Fatal,5,3,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,49,1870,1,2007-02-18 02:35:00
-1.333678,52.431639,Fatal,5,3,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,57,1990,12,2007-02-18 02:35:00
-1.333678,52.431639,Fatal,5,3,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,31,2231,1,2007-02-18 02:35:00
-1.370478,52.512214,Fatal,1,1,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,22,1997,5,2007-05-01 17:24:00
-1.244804,52.40782,Fatal,1,3,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,38,1242,2,2007-05-09 04:50:00
-1.244804,52.40782,Fatal,1,3,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,54,11705,1,2007-05-09 04:50:00
-1.244804,52.40782,Fatal,1,3,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,33,11967,3,2007-05-09 04:50:00
-1.603293,52.594224,Fatal,2,1,7,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,74,1870,9,2007-05-26 10:15:00
-1.480067,52.553202,Fatal,3,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,75,-1,-1,2007-05-31 16:20:00
-1.615167,52.637505,Fatal,6,2,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,18,1396,9,2007-06-06 20:10:00
-1.615167,52.637505,Fatal,6,2,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,36,1998,11,2007-06-06 20:10:00
-1.549237,52.510243,Fatal,1,1,5,Single carriageway,60,Daylight,Other,Wet or damp,Car,Male,21,1242,8,2007-06-14 16:28:00
-1.693063,52.571296,Fatal,1,1,2,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Male,-1,2148,3,2007-06-18 02:21:00
-1.246011,52.371506,Fatal,3,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,16,1587,5,2007-06-29 23:49:00
-1.419812,52.436049,Fatal,2,2,5,Slip road,70,Daylight,Raining no high winds,Wet or damp,Car,Male,85,989,6,2007-07-05 16:35:00
-1.419812,52.436049,Fatal,2,2,5,Slip road,70,Daylight,Raining no high winds,Wet or damp,Car,Female,47,-1,-1,2007-07-05 16:35:00
-1.293745,52.417832,Fatal,1,2,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,58,-1,-1,2007-07-10 12:45:00
-1.293745,52.417832,Fatal,1,2,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,19,1599,4,2007-07-10 12:45:00
-1.750941,52.56469,Fatal,1,1,5,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,31,-1,-1,2007-08-16 10:45:00
-1.375083,52.509541,Fatal,2,1,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,30,1598,9,2007-08-23 01:00:00
-1.632187,52.634413,Fatal,1,3,6,Single carriageway,60,Daylight,Unknown,Dry,Car,Male,20,1870,13,2007-09-21 08:50:00
-1.632187,52.634413,Fatal,1,3,6,Single carriageway,60,Daylight,Unknown,Dry,Car,Male,33,1493,14,2007-09-21 08:50:00
-1.277377,52.366667,Fatal,1,1,4,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Female,21,1896,10,2007-10-03 06:20:00
-1.55567,52.471429,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,34,1997,1,2007-11-02 17:37:00
-1.55567,52.471429,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,37,1598,1,2007-11-02 17:37:00
-1.549095,52.509793,Fatal,1,1,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,29,1970,6,2007-11-03 18:45:00
-1.451065,52.383245,Fatal,1,1,5,Dual carriageway,60,Darkness - no lighting,Unknown,Dry,Car,Male,29,1796,2,2007-12-27 17:21:00
-1.426404,52.48346,Fatal,1,1,1,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Male,68,1905,10,2007-12-30 18:46:00
-1.488348,52.993828,Fatal,4,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,26,-1,-1,2007-01-21 06:05:00
-1.488348,52.993828,Fatal,4,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,22,-1,-1,2007-01-21 06:05:00
-1.293379,52.926486,Fatal,1,2,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,37,1242,10,2007-03-13 16:30:00
-1.293379,52.926486,Fatal,1,2,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Not known,-1,-1,-1,2007-03-13 16:30:00
-1.360606,53.058383,Fatal,3,1,7,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,26,1994,8,2007-03-24 05:20:00
-1.504164,53.0828,Fatal,1,2,1,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,28,1598,6,2007-05-20 16:53:00
-1.554827,52.976386,Fatal,2,2,5,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,19,1388,5,2007-06-21 22:00:00
-1.554827,52.976386,Fatal,2,2,5,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,55,2967,4,2007-06-21 22:00:00
-1.336799,52.956761,Fatal,1,1,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,21,1998,4,2007-06-23 00:29:00
-1.449971,53.047593,Fatal,2,1,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,40,2544,11,2007-07-19 15:00:00
-1.484363,52.978169,Fatal,2,2,7,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,19,1328,6,2007-08-25 05:20:00
-1.484363,52.978169,Fatal,2,2,7,Single carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,62,11946,2,2007-08-25 05:20:00
-1.499335,52.984256,Fatal,1,2,1,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,20,1124,10,2007-09-09 17:42:00
-1.371978,52.912364,Fatal,2,3,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,23,1799,11,2007-12-07 15:27:00
-1.371978,52.912364,Fatal,2,3,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,38,1560,3,2007-12-07 15:27:00
-1.371978,52.912364,Fatal,2,3,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,53,12000,1,2007-12-07 15:27:00
-1.36173,52.9115,Fatal,2,1,7,Dual carriageway,70,Darkness - lights lit,Fog or mist,Wet or damp,Car,Male,24,1598,10,2007-12-22 02:40:00
-1.526388,53.152647,Fatal,4,2,1,Single carriageway,60,Daylight,Fine + high winds,Frost or ice,Car,Male,23,2309,17,2007-01-28 09:03:00
-1.526388,53.152647,Fatal,4,2,1,Single carriageway,60,Daylight,Fine + high winds,Frost or ice,Car,Male,25,-1,-1,2007-01-28 09:03:00
-1.593997,53.245754,Fatal,3,3,7,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,48,1560,3,2007-02-17 11:36:00
-1.593997,53.245754,Fatal,3,3,7,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,27,1896,5,2007-02-17 11:36:00
-1.675006,53.333375,Fatal,1,1,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,60,1905,9,2007-03-10 22:40:00
-1.952464,53.243649,Fatal,1,2,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,59,1598,5,2007-04-04 18:50:00
-1.751606,53.071887,Fatal,1,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,59,1910,5,2007-04-08 11:55:00
-1.760011,53.143998,Fatal,1,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,49,4601,3,2007-04-29 08:25:00
-1.760011,53.143998,Fatal,1,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,44,2402,1,2007-04-29 08:25:00
-1.760011,53.143998,Fatal,1,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,57,1999,9,2007-04-29 08:25:00
-1.805737,53.248354,Fatal,2,1,3,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Female,23,1124,8,2007-07-03 15:05:00
-1.953927,53.276639,Fatal,1,2,3,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Female,45,1389,2,2007-07-24 21:20:00
-1.672119,52.984588,Fatal,1,2,2,Single carriageway,50,Daylight,Raining no high winds,Wet or damp,Car,Female,48,1298,6,2007-08-06 18:44:00
-1.672119,52.984588,Fatal,1,2,2,Single carriageway,50,Daylight,Raining no high winds,Wet or damp,Goods vehicle,Male,32,-1,4,2007-08-06 18:44:00
-1.755096,53.140842,Fatal,7,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,61,2495,4,2007-08-12 15:40:00
-1.755096,53.140842,Fatal,7,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,39,1686,13,2007-08-12 15:40:00
-1.774866,53.162275,Fatal,1,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,58,-1,-1,2007-10-04 12:10:00
-1.774866,53.162275,Fatal,1,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,19,-1,-1,2007-10-04 12:10:00
-1.77148,53.264744,Fatal,1,1,1,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Male,19,1360,5,2007-10-14 10:20:00
-1.602016,52.96244,Fatal,3,2,3,Single carriageway,50,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,24,1198,4,2007-11-27 21:39:00
-1.602016,52.96244,Fatal,3,2,3,Single carriageway,50,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,19,1341,9,2007-11-27 21:39:00
-1.307443,53.191218,Fatal,1,2,4,Single carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,51,-1,-1,2007-02-14 13:40:00
-1.307443,53.191218,Fatal,1,2,4,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,57,-1,-1,2007-02-14 13:40:00
-1.352715,53.17655,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,26,1998,15,2007-04-12 08:20:00
-1.352715,53.17655,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,28,1998,5,2007-04-12 08:20:00
-1.416399,53.246725,Fatal,1,2,2,Single carriageway,40,Daylight,Raining + high winds,Wet or damp,Goods vehicle,Male,53,5900,1,2007-06-25 16:10:00
-1.416399,53.246725,Fatal,1,2,2,Single carriageway,40,Daylight,Raining + high winds,Wet or damp,Pedal cycle,Male,51,-1,-1,2007-06-25 16:10:00
-1.517761,53.295269,Fatal,1,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,-1,1598,13,2007-07-20 21:40:00
-1.477008,53.302918,Fatal,1,2,5,Roundabout,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,62,-1,-1,2007-08-23 14:10:00
-1.477008,53.302918,Fatal,1,2,5,Roundabout,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,51,-1,-1,2007-08-23 14:10:00
-1.421808,53.256819,Fatal,1,1,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,20,1196,13,2007-09-20 22:21:00
-1.318044,53.24,Fatal,7,3,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,25,1998,15,2007-09-22 15:15:00
-1.318044,53.24,Fatal,7,3,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,32,1870,4,2007-09-22 15:15:00
-1.276628,53.305736,Fatal,5,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,36,1968,1,2007-11-02 15:00:00
-1.276628,53.305736,Fatal,5,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,65,2435,12,2007-11-02 15:00:00
-1.276628,53.305736,Fatal,5,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,25,1686,10,2007-11-02 15:00:00
-1.666967,52.879666,Fatal,2,1,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,43,-1,-1,2007-01-03 00:01:00
-1.558257,52.873558,Fatal,3,1,6,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,34,1396,11,2007-02-23 22:59:00
-1.412186,52.864205,Fatal,1,2,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,52,5861,6,2007-02-26 12:25:00
-1.412186,52.864205,Fatal,1,2,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,41,-1,-1,2007-02-26 12:25:00
-1.448693,52.855211,Fatal,1,2,2,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,58,3920,6,2007-08-06 13:30:00
-1.483297,52.917664,Fatal,1,1,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,45,2497,3,2007-08-07 13:42:00
-1.683712,52.865598,Fatal,1,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,42,2494,10,2007-10-03 11:50:00
-1.536618,52.770993,Fatal,1,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,17,999,9,2007-10-19 08:24:00
-1.536618,52.770993,Fatal,1,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,13,-1,-1,2007-10-19 08:24:00
-1.602845,52.888189,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,28,-1,-1,2007-11-21 18:25:00
-1.602845,52.888189,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Not known,-1,-1,-1,2007-11-21 18:25:00
-1.602845,52.888189,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,28,2000,8,2007-11-21 18:25:00
-1.689238,52.882244,Fatal,2,3,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Goods vehicle,Male,26,2286,1,2007-11-29 22:03:00
-1.689238,52.882244,Fatal,2,3,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,40,1994,-1,2007-11-29 22:03:00
-1.689238,52.882244,Fatal,2,3,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,43,1997,7,2007-11-29 22:03:00
-1.310192,53.094508,Fatal,1,1,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,39,11929,3,2007-04-02 12:33:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,43,2461,1,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,38,2148,2,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,-1,1798,5,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,55,1998,2,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,-1,1753,4,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,20,-1,-1,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,41,1686,5,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,22,2793,11,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,-1,-1,-1,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,-1,1999,2,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,63,1560,2,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,44,3920,2,2007-08-01 22:25:00
-1.304597,53.089532,Fatal,14,14,4,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,27,1364,-1,2007-08-01 22:25:00
-1.333389,53.12026,Fatal,8,3,4,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Male,41,1968,1,2007-08-15 05:05:00
-1.333389,53.12026,Fatal,8,3,4,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Male,19,1590,9,2007-08-15 05:05:00
-1.333389,53.12026,Fatal,8,3,4,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Male,31,1753,5,2007-08-15 05:05:00
-1.214016,53.029098,Fatal,4,3,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,59,1328,5,2007-12-17 16:15:00
-1.214016,53.029098,Fatal,4,3,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Goods vehicle,Male,40,1389,6,2007-12-17 16:15:00
-1.214016,53.029098,Fatal,4,3,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,50,1948,11,2007-12-17 16:15:00
-0.790897,53.090725,Fatal,1,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,33,12130,4,2007-05-24 20:19:00
-0.893161,53.231239,Fatal,1,1,5,Single carriageway,60,Daylight,Other,Wet or damp,Car,Male,44,-1,-1,2007-09-20 07:50:00
-1.199498,53.144696,Fatal,1,2,1,One way street,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,21,2000,12,2007-09-09 21:49:00
-1.149613,53.210152,Fatal,2,2,3,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Female,43,1998,17,2007-09-18 20:01:00
-1.149613,53.210152,Fatal,2,2,3,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,41,1598,4,2007-09-18 20:01:00
-1.119162,53.117789,Fatal,4,3,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,21,1998,13,2007-03-09 23:25:00
-1.119162,53.117789,Fatal,4,3,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,21,1120,11,2007-03-09 23:25:00
-1.119162,53.117789,Fatal,4,3,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Not known,-1,1796,9,2007-03-09 23:25:00
-0.792572,53.094878,Fatal,2,1,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,37,1896,2,2007-03-29 18:45:00
-1.053162,53.285654,Fatal,2,1,3,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,31,1360,3,2007-04-24 16:15:00
-1.122865,53.104692,Fatal,1,3,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,30,1998,6,2007-07-30 22:50:00
-1.122865,53.104692,Fatal,1,3,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Goods vehicle,Male,29,2461,6,2007-07-30 22:50:00
-1.052489,53.404126,Fatal,2,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,75,993,6,2007-08-10 17:15:00
-1.052489,53.404126,Fatal,2,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,41,1868,8,2007-08-10 17:15:00
-1.052489,53.404126,Fatal,2,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,53,2497,9,2007-08-10 17:15:00
-0.81245,53.034666,Fatal,1,2,7,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Not known,-1,-1,-1,2007-12-01 10:10:00
-0.81245,53.034666,Fatal,1,2,7,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Pedal cycle,Male,71,-1,-1,2007-12-01 10:10:00
-0.914367,53.228018,Fatal,2,2,5,Single carriageway,60,Darkness - no lighting,Other,Wet or damp,Goods vehicle,Male,54,-1,-1,2007-12-06 07:40:00
-1.151639,52.963135,Fatal,1,2,3,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,34,1390,16,2007-03-06 22:45:00
-1.201966,52.954854,Fatal,1,3,2,Single carriageway,30,Daylight,Raining + high winds,Wet or damp,Car,Not known,-1,-1,-1,2007-05-28 07:40:00
-1.201966,52.954854,Fatal,1,3,2,Single carriageway,30,Daylight,Raining + high winds,Wet or damp,Car,Not known,-1,-1,-1,2007-05-28 07:40:00
