Longitude,Latitude,Number_of_Casualties,Number_of_Vehicles,Speed_limit,Weather_Conditions,Vehicle_Type,DateTime
-0.094411,50.813052,4,2,50,Fine no high winds,Car,2013-02-28 22:43:00
-0.277553,50.981703,1,1,60,Raining no high winds,Car,2013-03-15 09:40:00
0.152962,50.774993,1,1,60,Fine no high winds,Car,2013-05-07 06:56:00
0.725271,50.936184,2,2,60,Fine no high winds,Car,2013-05-07 14:18:00
0.725271,50.936184,2,2,60,Fine no high winds,Goods vehicle,2013-05-07 14:18:00
-0.681693,50.802614,1,1,30,Fine no high winds,Car,2013-05-13 22:03:00
-0.734557,50.990947,2,2,30,Fine no high winds,Car,2013-05-19 16:55:00
-0.734557,50.990947,2,2,30,Fine no high winds,Car,2013-05-19 16:55:00
-0.129459,50.989093,3,2,50,Raining no high winds,Car,2013-06-12 16:03:00
-0.129459,50.989093,3,2,50,Raining no high winds,Car,2013-06-12 16:03:00
0.079738,50.993891,4,3,60,Fine no high winds,Car,2013-06-15 08:00:00
0.079738,50.993891,4,3,60,Fine no high winds,Car,2013-06-15 08:00:00
0.079738,50.993891,4,3,60,Fine no high winds,Car,2013-06-15 08:00:00
-0.092407,51.023918,1,2,60,Raining no high winds,Car,2013-06-28 13:44:00
-0.32723,51.122718,2,2,50,Fine no high winds,Car,2013-07-04 07:26:00
-0.32723,51.122718,2,2,50,Fine no high winds,Car,2013-07-04 07:26:00
-0.387944,51.05838,4,2,40,Fine no high winds,Car,2013-07-05 20:10:00
-0.387944,51.05838,4,2,40,Fine no high winds,Car,2013-07-05 20:10:00
-0.339838,51.030871,1,1,70,Fine no high winds,Car,2013-07-13 14:02:00
0.466906,51.028743,3,3,60,Fine no high winds,Goods vehicle,2013-07-18 12:04:00
0.466906,51.028743,3,3,60,Fine no high winds,Car,2013-07-18 12:04:00
0.466906,51.028743,3,3,60,Fine no high winds,Goods vehicle,2013-07-18 12:04:00
-0.341322,51.002096,1,1,70,Fine no high winds,Car,2013-07-24 16:05:00
-0.22809,50.858086,3,2,70,Fine no high winds,Goods vehicle,2013-07-25 13:05:00
-0.22809,50.858086,3,2,70,Fine no high winds,Car,2013-07-25 13:05:00
-0.444722,51.085688,5,2,60,Fine no high winds,Car,2013-07-28 17:07:00
-0.444722,51.085688,5,2,60,Fine no high winds,Car,2013-07-28 17:07:00
-0.320062,50.827312,1,2,30,Fine no high winds,Pedal cycle,2013-08-05 15:44:00
-0.320062,50.827312,1,2,30,Fine no high winds,Goods vehicle,2013-08-05 15:44:00
-0.379854,50.94214,1,2,70,Fine no high winds,Car,2013-08-12 14:32:00
-0.379854,50.94214,1,2,70,Fine no high winds,Goods vehicle,2013-08-12 14:32:00
0.109228,51.131477,5,2,60,Fine no high winds,Car,2013-08-21 13:58:00
0.109228,51.131477,5,2,60,Fine no high winds,Car,2013-08-21 13:58:00
-0.370994,50.833898,1,1,40,Fine no high winds,Goods vehicle,2013-08-21 16:08:00
-0.586252,50.805948,1,2,40,Fine no high winds,Car,2013-08-25 13:57:00
0.26075,50.83816,6,2,40,Fine no high winds,Car,2013-08-25 19:09:00
0.26075,50.83816,6,2,40,Fine no high winds,Car,2013-08-25 19:09:00
0.475104,50.852094,4,2,30,Fine no high winds,Car,2013-08-29 01:06:00
0.475104,50.852094,4,2,30,Fine no high winds,Goods vehicle,2013-08-29 01:06:00
0.557186,50.862196,2,2,30,Fine no high winds,Car,2013-09-01 21:41:00
-0.55421,50.821411,2,1,40,Fine no high winds,Car,2013-09-09 21:33:00
-0.701657,50.869765,4,1,40,Fine no high winds,Car,2013-09-21 06:43:00
-0.492735,50.975082,1,3,60,Fine no high winds,Car,2013-09-27 20:08:00
-0.492735,50.975082,1,3,60,Fine no high winds,Car,2013-09-27 20:08:00
-0.492735,50.975082,1,3,60,Fine no high winds,Pedal cycle,2013-09-27 20:08:00
-0.665823,50.89983,6,2,60,Fine no high winds,Car,2013-09-28 22:48:00
-0.665823,50.89983,6,2,60,Fine no high winds,Car,2013-09-28 22:48:00
-0.761351,51.079508,1,1,60,Raining no high winds,Car,2013-10-21 11:47:00
0.088009,50.998448,1,2,30,Fine + high winds,Car,2013-10-25 07:19:00
0.23895,50.965684,2,2,40,Fine no high winds,Car,2013-10-30 07:08:00
0.23895,50.965684,2,2,40,Fine no high winds,Goods vehicle,2013-10-30 07:08:00
-0.044163,50.981283,4,3,60,Fine no high winds,Car,2013-11-08 21:05:00
-0.044163,50.981283,4,3,60,Fine no high winds,Car,2013-11-08 21:05:00
-0.044163,50.981283,4,3,60,Fine no high winds,Car,2013-11-08 21:05:00
0.478955,50.985379,2,2,60,Fine no high winds,Car,2013-11-18 16:27:00
0.478955,50.985379,2,2,60,Fine no high winds,Pedal cycle,2013-11-18 16:27:00
0.204722,50.821721,2,2,60,Fine no high winds,Car,2013-11-18 18:30:00
0.204722,50.821721,2,2,60,Fine no high winds,Car,2013-11-18 18:30:00
0.084317,50.782195,1,2,60,Fine no high winds,Car,2013-11-20 17:22:00
0.268774,51.08889,1,1,60,Fine no high winds,Car,2013-11-25 14:03:00
-0.184818,51.104388,1,1,30,Fine no high winds,Car,2013-11-23 15:06:00
0.020047,50.973696,1,1,30,Fine no high winds,Car,2013-12-04 21:12:00
-0.14771,50.93473,1,1,40,Fine no high winds,Pedal cycle,2013-12-08 17:17:00
-0.161252,50.948632,2,2,60,Fine no high winds,Car,2013-12-10 17:30:00
-0.161252,50.948632,2,2,60,Fine no high winds,Car,2013-12-10 17:30:00
0.026901,51.136774,3,2,60,Fine + high winds,Car,2013-12-20 20:25:00
0.026901,51.136774,3,2,60,Fine + high winds,Car,2013-12-20 20:25:00
-5.19498,50.215615,1,1,30,Fine no high winds,Car,2013-05-10 22:15:00
-5.241551,50.075484,1,2,60,Fine no high winds,Car,2013-07-20 22:30:00
-5.111348,50.174634,4,2,60,Fine no high winds,Car,2013-07-03 12:50:00
-5.111348,50.174634,4,2,60,Fine no high winds,Goods vehicle,2013-07-03 12:50:00
-5.123914,50.192675,4,2,60,Fine no high winds,Car,2013-10-28 09:00:00
-5.123914,50.192675,4,2,60,Fine no high winds,Goods vehicle,2013-10-28 09:00:00
-5.470546,50.152787,3,2,60,Fine no high winds,Car,2013-08-18 21:47:00
-5.470546,50.152787,3,2,60,Fine no high winds,Goods vehicle,2013-08-18 21:47:00
-5.531997,50.122898,2,2,30,Fine no high winds,Car,2013-02-16 15:39:00
-5.436122,50.120092,1,1,60,Fine + high winds,Car,2013-05-24 16:25:00
-5.422159,50.174413,2,1,60,Fine no high winds,Car,2013-05-25 02:59:00
-4.573886,50.661573,2,2,60,Fine no high winds,Car,2013-11-12 11:12:00
-4.573886,50.661573,2,2,60,Fine no high winds,Car,2013-11-12 11:12:00
-4.329844,50.634519,1,1,70,Fine no high winds,Goods vehicle,2013-01-19 19:10:00
-4.347149,50.630708,4,3,70,Raining no high winds,Goods vehicle,2013-12-22 05:50:00
-4.347149,50.630708,4,3,70,Raining no high winds,Goods vehicle,2013-12-22 05:50:00
-4.347149,50.630708,4,3,70,Raining no high winds,Car,2013-12-22 05:50:00
-4.512652,50.596574,2,2,70,Fine no high winds,Car,2013-12-02 17:05:00
-4.234246,50.418681,1,3,40,Fine no high winds,Goods vehicle,2013-06-10 07:45:00
-4.234246,50.418681,1,3,40,Fine no high winds,Car,2013-06-10 07:45:00
-4.255155,50.416083,2,1,50,Raining no high winds,Car,2013-11-01 23:46:00
-4.484564,50.90504,2,2,60,Raining no high winds,Car,2013-03-22 07:14:00
-4.484564,50.90504,2,2,60,Raining no high winds,Car,2013-03-22 07:14:00
-4.047084,51.052477,1,1,30,Fine no high winds,Car,2013-05-29 18:47:00
-4.117339,50.39616,1,3,70,Snowing no high winds,Car,2013-01-22 05:48:00
-4.117339,50.39616,1,3,70,Snowing no high winds,Car,2013-01-22 05:48:00
-4.117339,50.39616,1,3,70,Snowing no high winds,Car,2013-01-22 05:48:00
-3.589478,50.431024,1,4,30,Fine no high winds,Car,2013-08-04 01:54:00
-3.54121,50.460067,1,2,30,Fine no high winds,Car,2013-06-28 13:29:00
-3.54121,50.460067,1,2,30,Fine no high winds,Pedal cycle,2013-06-28 13:29:00
-5.090934,50.408867,2,1,40,Fine no high winds,Car,2013-06-08 02:43:00
-5.058773,50.418326,1,1,30,Raining no high winds,Car,2013-08-11 02:01:00
-4.981383,50.363925,2,3,70,Fine no high winds,Goods vehicle,2013-07-02 08:35:00
-4.981383,50.363925,2,3,70,Fine no high winds,Pedal cycle,2013-07-02 08:35:00
-4.981383,50.363925,2,3,70,Fine no high winds,Pedal cycle,2013-07-02 08:35:00
-5.016628,50.387466,3,2,60,Fine no high winds,Car,2013-06-06 20:15:00
-5.016628,50.387466,3,2,60,Fine no high winds,Car,2013-06-06 20:15:00
-5.11048,50.22786,1,2,60,Fine no high winds,Goods vehicle,2013-01-26 15:24:00
-5.133387,50.295281,2,3,60,Fine no high winds,Car,2013-03-30 10:39:00
-5.024899,50.216618,1,1,60,Fine no high winds,Car,2013-03-20 16:07:00
-3.700653,50.728092,1,1,70,Fine no high winds,Car,2013-03-17 17:28:00
-3.955701,50.385086,1,2,70,Fine no high winds,Car,2013-07-14 22:29:00
-3.955701,50.385086,1,2,70,Fine no high winds,Car,2013-07-14 22:29:00
-3.952543,50.384914,1,1,70,Raining no high winds,Car,2013-03-22 17:45:00
-3.613069,50.564474,3,2,60,Fine no high winds,Car,2013-01-03 16:50:00
-3.613069,50.564474,3,2,60,Fine no high winds,Car,2013-01-03 16:50:00
-4.248552,50.648124,1,2,60,Fine no high winds,Car,2013-08-14 16:11:00
-4.248552,50.648124,1,2,60,Fine no high winds,Pedal cycle,2013-08-14 16:11:00
-2.968814,50.762424,4,2,30,Fine no high winds,Car,2013-07-10 16:25:00
-2.968814,50.762424,4,2,30,Fine no high winds,Goods vehicle,2013-07-10 16:25:00
-2.968516,50.762391,2,3,30,Fine no high winds,Car,2013-06-07 19:05:00
-2.968516,50.762391,2,3,30,Fine no high winds,Car,2013-06-07 19:05:00
-2.968516,50.762391,2,3,30,Fine no high winds,Car,2013-06-07 19:05:00
-3.720486,50.803338,1,1,60,Fine no high winds,Car,2013-07-05 23:00:00
-3.129226,50.693542,1,1,30,Fine no high winds,Pedal cycle,2013-08-03 14:15:00
-3.285546,50.777206,3,2,60,Fine no high winds,Car,2013-04-18 21:39:00
-3.285546,50.777206,3,2,60,Fine no high winds,Car,2013-04-18 21:39:00
-3.464607,50.913806,4,2,70,Fine no high winds,Goods vehicle,2013-01-29 10:59:00
-3.464607,50.913806,4,2,70,Fine no high winds,Goods vehicle,2013-01-29 10:59:00
-3.500197,50.957043,1,1,60,Fine no high winds,Goods vehicle,2013-01-25 06:45:00
-2.469598,51.063374,1,1,60,Fine no high winds,Car,2013-02-28 22:35:00
-3.15962,50.974726,3,1,70,Fog or mist,Car,2013-03-09 06:17:00
-2.62039,51.075764,2,2,30,Fine + high winds,Goods vehicle,2013-03-11 17:00:00
-2.364014,51.260096,1,2,60,Fine no high winds,Car,2013-04-01 16:55:00
-2.938986,51.156172,3,3,40,Fine no high winds,Car,2013-04-22 14:29:00
-2.938986,51.156172,3,3,40,Fine no high winds,Car,2013-04-22 14:29:00
-2.938986,51.156172,3,3,40,Fine no high winds,Car,2013-04-22 14:29:00
-2.804624,51.250388,1,3,60,Fine no high winds,Goods vehicle,2013-04-29 20:08:00
-2.804624,51.250388,1,3,60,Fine no high winds,Car,2013-04-29 20:08:00
-3.152128,51.150104,1,2,60,Fine no high winds,Car,2013-06-09 11:04:00
-3.106443,51.029054,2,2,30,Fine no high winds,Car,2013-07-01 14:26:00
-2.31699,51.22635,1,2,30,Fine no high winds,Goods vehicle,2013-07-05 14:25:00
-3.330302,51.158284,7,2,50,Fine no high winds,Car,2013-07-25 20:12:00
-3.330302,51.158284,7,2,50,Fine no high winds,Car,2013-07-25 20:12:00
-2.528169,51.058691,2,4,50,Fine no high winds,Car,2013-07-27 13:40:00
-2.528169,51.058691,2,4,50,Fine no high winds,Car,2013-07-27 13:40:00
-2.528169,51.058691,2,4,50,Fine no high winds,Car,2013-07-27 13:40:00
-2.636765,51.221325,2,2,60,Fine no high winds,Car,2013-08-14 17:25:00
-2.636765,51.221325,2,2,60,Fine no high winds,Car,2013-08-14 17:25:00
-2.58345,51.113372,8,3,60,Fine no high winds,Car,2013-08-20 15:56:00
-2.58345,51.113372,8,3,60,Fine no high winds,Car,2013-08-20 15:56:00
-2.58345,51.113372,8,3,60,Fine no high winds,Car,2013-08-20 15:56:00
-2.680258,50.926667,2,1,60,Fine no high winds,Car,2013-08-25 02:45:00
-3.210125,50.944968,1,3,60,Fine no high winds,Car,2013-08-29 19:10:00
-3.210125,50.944968,1,3,60,Fine no high winds,Car,2013-08-29 19:10:00
-2.739749,51.130922,1,2,40,Fine no high winds,Car,2013-09-01 00:10:00
-3.09397,51.015341,1,2,30,Fine no high winds,Car,2013-09-02 10:40:00
-3.542371,51.134367,1,2,60,Raining no high winds,Goods vehicle,2013-09-11 18:00:00
-2.864467,50.933677,2,4,60,Fine no high winds,Goods vehicle,2013-09-26 11:10:00
-2.864467,50.933677,2,4,60,Fine no high winds,Car,2013-09-26 11:10:00
-2.864467,50.933677,2,4,60,Fine no high winds,Car,2013-09-26 11:10:00
-2.864467,50.933677,2,4,60,Fine no high winds,Car,2013-09-26 11:10:00
-2.952446,51.227859,3,3,70,Fine no high winds,Goods vehicle,2013-10-24 06:00:00
-2.952446,51.227859,3,3,70,Fine no high winds,Goods vehicle,2013-10-24 06:00:00
-2.952446,51.227859,3,3,70,Fine no high winds,Goods vehicle,2013-10-24 06:00:00
-3.053579,51.03912,3,2,60,Fine + high winds,Car,2013-10-28 10:10:00
-3.053579,51.03912,3,2,60,Fine + high winds,Goods vehicle,2013-10-28 10:10:00
-2.613258,51.145214,1,2,60,Fine no high winds,Goods vehicle,2013-11-18 10:34:00
-3.110723,50.984382,1,1,70,Fine no high winds,Car,2013-11-25 08:34:00
-3.238762,50.958238,1,1,70,Fine no high winds,Car,2013-12-22 15:54:00
-2.931812,51.061871,3,1,60,Fine + high winds,Car,2013-12-22 16:40:00
-2.619966,51.410679,1,2,30,Fine no high winds,Car,2013-01-01 03:01:00
-2.619966,51.410679,1,2,30,Fine no high winds,Car,2013-01-01 03:01:00
-2.542543,51.465734,1,2,30,Fine no high winds,Car,2013-01-07 07:18:00
-2.513696,51.451827,2,4,30,Fine no high winds,Car,2013-01-27 15:58:00
-2.513696,51.451827,2,4,30,Fine no high winds,Pedal cycle,2013-01-27 15:58:00
-2.513696,51.451827,2,4,30,Fine no high winds,Car,2013-01-27 15:58:00
-2.513696,51.451827,2,4,30,Fine no high winds,Car,2013-01-27 15:58:00
-2.448105,51.293398,1,1,30,Fine no high winds,Car,2013-01-20 04:21:00
-2.337178,51.509421,1,1,40,Fine no high winds,Car,2013-02-12 21:39:00
-2.487671,51.464905,1,1,30,Fine no high winds,Car,2013-02-22 21:15:00
-2.565882,51.59514,1,2,40,Fine no high winds,Pedal cycle,2013-03-03 12:45:00
-2.565882,51.59514,1,2,40,Fine no high winds,Car,2013-03-03 12:45:00
-2.359971,51.430397,1,2,60,Fine no high winds,Car,2013-05-05 14:55:00
-2.878339,51.380074,7,5,70,Fine no high winds,Car,2013-05-25 00:34:00
-2.878339,51.380074,7,5,70,Fine no high winds,Car,2013-05-25 00:34:00
-2.878339,51.380074,7,5,70,Fine no high winds,Car,2013-05-25 00:34:00
-2.878339,51.380074,7,5,70,Fine no high winds,Car,2013-05-25 00:34:00
-2.878339,51.380074,7,5,70,Fine no high winds,Car,2013-05-25 00:34:00
-2.627829,51.417831,1,1,30,Fine no high winds,Car,2013-06-17 09:00:00
-2.352131,51.52576,2,2,40,Fine no high winds,Car,2013-06-29 17:40:00
-2.31023,51.324256,3,2,60,Fine no high winds,Car,2013-06-24 19:35:00
-2.31023,51.324256,3,2,60,Fine no high winds,Car,2013-06-24 19:35:00
-2.600799,51.495033,1,2,30,Fine no high winds,Car,2013-07-28 17:59:00
-2.545497,51.411679,1,3,30,Fine no high winds,Car,2013-07-19 09:56:00
-2.644693,51.471691,2,6,50,Fine no high winds,Pedal cycle,2013-08-13 18:56:00
-2.644693,51.471691,2,6,50,Fine no high winds,Pedal cycle,2013-08-13 18:56:00
-2.644693,51.471691,2,6,50,Fine no high winds,Car,2013-08-13 18:56:00
-2.644693,51.471691,2,6,50,Fine no high winds,Car,2013-08-13 18:56:00
-2.605136,51.430899,3,2,30,Raining no high winds,Car,2013-08-14 10:20:00
-2.605136,51.430899,3,2,30,Raining no high winds,Car,2013-08-14 10:20:00
-2.669252,51.487199,1,1,40,Fine no high winds,Car,2013-08-23 05:15:00
-2.693876,51.51538,1,2,40,Fine no high winds,Goods vehicle,2013-07-25 09:03:00
-2.693876,51.51538,1,2,40,Fine no high winds,Pedal cycle,2013-07-25 09:03:00
-2.58447,51.45726,1,1,30,Fine no high winds,Car,2013-09-28 23:26:00
-2.84028,51.436013,1,1,30,Fine no high winds,Car,2013-11-19 13:20:00
-2.703846,51.451569,1,2,60,Fine no high winds,Goods vehicle,2013-11-19 10:10:00
-2.703846,51.451569,1,2,60,Fine no high winds,Pedal cycle,2013-11-19 10:10:00
-2.368662,51.380627,1,2,30,Fine no high winds,Car,2013-11-16 21:37:00
-2.368662,51.380627,1,2,30,Fine no high winds,Pedal cycle,2013-11-16 21:37:00
-2.521926,51.574006,2,2,70,Fine no high winds,Car,2013-12-13 18:16:00
-2.521926,51.574006,2,2,70,Fine no high winds,Goods vehicle,2013-12-13 18:16:00
-2.611924,51.353254,3,1,60,Fine no high winds,Car,2013-11-22 06:15:00
-2.448378,51.865433,2,2,60,Fine no high winds,Car,2013-05-31 21:00:00
-2.448378,51.865433,2,2,60,Fine no high winds,Car,2013-05-31 21:00:00
-2.068534,52.001492,1,2,60,Fine no high winds,Car,2013-01-15 19:40:00
-2.16319,51.941447,1,1,40,Fine no high winds,Car,2013-02-18 19:18:00
-2.315191,51.853341,4,2,50,Fine no high winds,Car,2013-02-16 15:08:00
-2.315191,51.853341,4,2,50,Fine no high winds,Car,2013-02-16 15:08:00
-2.243818,51.843117,1,2,30,Fine no high winds,Car,2013-03-14 14:20:00
-2.66901,51.759466,1,1,60,Fine no high winds,Car,2013-01-05 08:17:00
-1.980357,51.711673,1,1,70,Fine no high winds,Car,2013-01-02 17:45:00
-2.069818,51.964889,1,1,50,Fine no high winds,Car,2013-03-24 20:00:00
-1.764899,51.709587,1,1,40,Fine no high winds,Car,2013-04-14 20:57:00
-1.743258,51.904318,1,1,60,Fine no high winds,Car,2013-04-18 22:45:00
-1.993498,51.813725,1,1,50,Fine no high winds,Car,2013-07-16 14:36:00
-2.555621,51.831663,3,1,60,Fine no high winds,Car,2013-05-09 22:26:00
-1.830978,51.722298,1,2,60,Fine no high winds,Car,2013-06-19 15:39:00
-1.830978,51.722298,1,2,60,Fine no high winds,Car,2013-06-19 15:39:00
-2.083871,51.891208,5,2,30,Fine no high winds,Car,2013-08-10 03:28:00
-2.083871,51.891208,5,2,30,Fine no high winds,Car,2013-08-10 03:28:00
-2.589733,51.69437,1,2,50,Fine no high winds,Goods vehicle,2013-07-13 19:07:00
-2.437675,51.691645,1,2,40,Fine no high winds,Car,2013-04-04 12:30:00
-2.437675,51.691645,1,2,40,Fine no high winds,Goods vehicle,2013-04-04 12:30:00
-2.072562,51.897554,1,1,30,Fine no high winds,Car,2013-09-15 00:47:00
-2.075,51.895521,4,4,30,Raining no high winds,Car,2013-09-13 21:40:00
-2.075,51.895521,4,4,30,Raining no high winds,Car,2013-09-13 21:40:00
-2.075,51.895521,4,4,30,Raining no high winds,Car,2013-09-13 21:40:00
-2.075,51.895521,4,4,30,Raining no high winds,Goods vehicle,2013-09-13 21:40:00
-1.860858,51.750884,1,2,60,Fine no high winds,Car,2013-09-14 19:53:00
-2.189057,51.886402,1,1,30,Fine no high winds,Car,2013-11-19 10:40:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.191338,51.841793,1,9,70,Fine no high winds,Car,2013-12-08 03:32:00
-2.423476,51.890665,1,2,60,Fine no high winds,Car,2013-12-08 15:02:00
-2.423476,51.890665,1,2,60,Fine no high winds,Pedal cycle,2013-12-08 15:02:00
-2.487663,51.749829,3,2,60,Fine no high winds,Car,2013-12-27 15:40:00
-2.487663,51.749829,3,2,60,Fine no high winds,Car,2013-12-27 15:40:00
-2.118164,51.840918,1,2,60,Fine no high winds,Car,2013-11-04 03:05:00
-2.118164,51.840918,1,2,60,Fine no high winds,Goods vehicle,2013-11-04 03:05:00
-2.102568,51.831708,2,2,60,Fine no high winds,Car,2013-11-04 11:32:00
-2.102568,51.831708,2,2,60,Fine no high winds,Goods vehicle,2013-11-04 11:32:00
-2.38372,51.631069,3,2,50,Raining no high winds,Car,2013-12-27 13:30:00
-2.38372,51.631069,3,2,50,Raining no high winds,Goods vehicle,2013-12-27 13:30:00
-2.142746,51.926162,1,1,70,Fine no high winds,Car,2013-11-17 07:25:00
-2.371179,51.866089,3,2,50,Fine no high winds,Goods vehicle,2013-12-14 19:15:00
-2.371179,51.866089,3,2,50,Fine no high winds,Car,2013-12-14 19:15:00
-1.984233,51.801002,2,2,60,Fine no high winds,Car,2013-12-20 19:45:00
-1.683174,51.013648,1,1,60,Fine no high winds,Car,2013-01-16 16:57:00
-1.789006,51.417506,1,1,60,Fine no high winds,Car,2013-01-21 19:20:00
-2.206658,51.209458,2,2,60,Fine no high winds,Car,2013-02-04 16:51:00
-2.206658,51.209458,2,2,60,Fine no high winds,Car,2013-02-04 16:51:00
-1.695815,51.528781,5,1,60,Fine no high winds,Car,2013-02-20 23:17:00
-2.09156,51.476125,1,2,60,Raining no high winds,Goods vehicle,2013-03-15 14:16:00
-2.09156,51.476125,1,2,60,Raining no high winds,Car,2013-03-15 14:16:00
-2.002281,51.354627,1,1,30,Fine no high winds,Car,2013-03-18 20:12:00
-2.071999,51.031105,1,2,60,Fine no high winds,Car,2013-04-06 15:18:00
-1.685895,51.277226,1,3,60,Fine no high winds,Car,2013-05-02 14:36:00
-1.723333,51.538479,2,2,70,Fine no high winds,Car,2013-05-11 03:57:00
-1.723333,51.538479,2,2,70,Fine no high winds,Goods vehicle,2013-05-11 03:57:00
-1.736175,51.579276,5,1,70,Fine no high winds,Car,2013-05-18 05:02:00
-2.207428,51.310887,1,1,30,Raining no high winds,Pedal cycle,2013-05-14 16:59:00
-2.23777,51.093463,4,3,60,Fine no high winds,Car,2013-07-02 16:49:00
-2.23777,51.093463,4,3,60,Fine no high winds,Car,2013-07-02 16:49:00
-2.23777,51.093463,4,3,60,Fine no high winds,Car,2013-07-02 16:49:00
-1.773201,51.48736,1,1,60,Fine no high winds,Pedal cycle,2013-08-11 16:05:00
-1.710106,51.182071,1,2,70,Fine no high winds,Goods vehicle,2013-08-21 12:10:00
-1.710106,51.182071,1,2,70,Fine no high winds,Pedal cycle,2013-08-21 12:10:00
-1.822845,51.539768,3,1,70,Fine no high winds,Car,2013-09-30 12:31:00
-2.152573,51.326285,1,2,60,Fine no high winds,Car,2013-10-11 06:16:00
-2.152573,51.326285,1,2,60,Fine no high winds,Goods vehicle,2013-10-11 06:16:00
-2.127501,51.399167,2,3,60,Raining no high winds,Car,2013-11-05 06:06:00
-2.127501,51.399167,2,3,60,Raining no high winds,Goods vehicle,2013-11-05 06:06:00
-2.127501,51.399167,2,3,60,Raining no high winds,Car,2013-11-05 06:06:00
-1.796674,51.56894,2,1,40,Fine no high winds,Car,2013-11-09 02:00:00
-1.649381,51.237414,2,1,60,Raining no high winds,Car,2013-11-11 18:33:00
-2.119132,51.458647,1,1,30,Fine no high winds,Car,2013-11-16 10:25:00
-1.757659,51.550163,1,1,40,Raining + high winds,Car,2013-12-16 09:18:00
-1.823418,50.731467,1,2,30,Fine no high winds,Car,2013-01-13 19:49:00
-1.823418,50.731467,1,2,30,Fine no high winds,Car,2013-01-13 19:49:00
-1.943441,50.725023,3,2,30,Fine no high winds,Car,2013-02-09 13:16:00
-1.943441,50.725023,3,2,30,Fine no high winds,Car,2013-02-09 13:16:00
-1.862828,50.724956,1,1,30,Fine no high winds,Car,2013-10-10 05:57:00
-1.977985,50.776833,1,4,30,Raining no high winds,Goods vehicle,2013-10-22 07:48:00
-1.977985,50.776833,1,4,30,Raining no high winds,Goods vehicle,2013-10-22 07:48:00
-1.977985,50.776833,1,4,30,Raining no high winds,Car,2013-10-22 07:48:00
-1.977296,50.735825,1,1,30,Fine no high winds,Car,2013-12-13 19:23:00
-2.153226,50.844449,2,2,40,Fine no high winds,Car,2013-02-22 13:48:00
-1.806238,50.84277,1,3,70,Fine no high winds,Car,2013-02-24 20:18:00
-2.267874,50.749549,1,2,60,Fine no high winds,Car,2013-03-29 12:26:00
-2.682372,50.692463,2,2,50,Fine no high winds,Car,2013-04-08 17:45:00
-2.151477,50.743013,1,1,60,Fine no high winds,Car,2013-04-14 07:45:00
-2.122554,50.738911,3,2,60,Fine no high winds,Car,2013-04-14 08:10:00
-2.27521,50.791888,4,2,60,Fine no high winds,Car,2013-05-15 23:37:00
-2.27521,50.791888,4,2,60,Fine no high winds,Car,2013-05-15 23:37:00
-1.981493,50.871706,2,2,60,Fine no high winds,Goods vehicle,2013-05-21 17:20:00
-2.600404,50.781585,3,2,60,Fine no high winds,Car,2013-05-26 10:35:00
-1.975663,50.87809,29,2,60,Raining no high winds,Car,2013-06-11 08:15:00
-1.814494,50.838377,2,1,70,Fine no high winds,Car,2013-07-13 01:55:00
-2.218564,50.692637,1,1,60,Fine no high winds,Car,2013-08-04 19:59:00
-2.69287,50.73233,3,3,60,Fine no high winds,Goods vehicle,2013-08-19 18:05:00
-2.69287,50.73233,3,3,60,Fine no high winds,Goods vehicle,2013-08-19 18:05:00
-2.69287,50.73233,3,3,60,Fine no high winds,Car,2013-08-19 18:05:00
-2.650543,50.72502,3,1,60,Fine no high winds,Car,2013-08-24 13:00:00
-2.187682,50.971374,1,3,60,Fine no high winds,Car,2013-09-01 12:29:00
-2.187682,50.971374,1,3,60,Fine no high winds,Car,2013-09-01 12:29:00
-2.013574,50.739514,1,1,70,Fine no high winds,Goods vehicle,2013-09-14 06:15:00
-1.778766,50.735348,1,1,30,Fine no high winds,Goods vehicle,2013-09-20 11:50:00
-2.431776,50.537721,1,1,30,Fine no high winds,Car,2013-10-06 01:56:00
-2.463075,50.678792,2,2,60,Fine no high winds,Car,2013-11-18 13:38:00
-2.16193,50.773935,2,3,40,Fine no high winds,Car,2013-12-09 17:20:00
-2.16193,50.773935,2,3,40,Fine no high winds,Goods vehicle,2013-12-09 17:20:00
-2.16193,50.773935,2,3,40,Fine no high winds,Goods vehicle,2013-12-09 17:20:00
-3.015045,53.064671,1,1,70,Fine no high winds,Car,2013-01-01 00:33:00
-3.685155,53.290272,1,1,30,Fine no high winds,Car,2013-01-05 22:08:00
-3.19067,53.058279,1,1,60,Fine no high winds,Car,2013-01-30 23:00:00
-2.983253,53.071051,3,2,70,Fine no high winds,Goods vehicle,2013-02-06 09:39:00
-2.983253,53.071051,3,2,70,Fine no high winds,Car,2013-02-06 09:39:00
